name,price,url,source
Mabel Grand Pavé Band (1/2 ct. tw.),1200.0,https://www.rarecarat.com/wedding-ring/56-Mabel-Grand-Pavé-Band-(1-2-ct.-tw.)/30975,rarecarat
Mabel Classic Pavé Band (2/5 ct. tw.),1060.0,https://www.rarecarat.com/wedding-ring/56-Mabel-Classic-Pavé-Band-(2-5-ct.-tw.)/30965,rarecarat
Signature Hearts & Arrows Pavé Band (1/2ct. tw.),2010.0,https://www.rarecarat.com/wedding-ring/57-Signature-Hearts-&-Arrows-Pavé-Band-(1-2ct.-tw.)/34060,rarecarat
Hayden Round and Marquise Band,1370.0,https://www.rarecarat.com/wedding-ring/59-Hayden-Round-and-Marquise-Band/34664,rarecarat
Emily Twisted Pave Band,1540.0,https://www.rarecarat.com/wedding-ring/170-Emily-Twisted-Pave-Band/21340,rarecarat
Bellora Pavé Twist Diamond Band,1700.0,https://www.rarecarat.com/wedding-ring/55-Bellora-Pavé-Twist-Diamond-Band/35925,rarecarat
Classic Oval Ruby and Diamond Eternity Ring,7760.0,https://www.rarecarat.com/wedding-ring/55-Classic-Oval-Ruby-and-Diamond-Eternity-Ring/35709,rarecarat
Riley Pave Band,1630.0,https://www.rarecarat.com/wedding-ring/170-Riley-Pave-Band/21577,rarecarat
Everly Marquise Diamond Band,2030.0,https://www.rarecarat.com/wedding-ring/56-Everly-Marquise-Diamond-Band/28712,rarecarat
Freya Diamond Twist Wedding Band,1510.0,https://www.rarecarat.com/wedding-ring/182-Freya-Diamond-Twist-Wedding-Band/29264,rarecarat
Elizabeth Diamond Matching Wedding Band,1150.0,https://www.rarecarat.com/wedding-ring/53-Elizabeth-Diamond-Matching-Wedding-Band/22295,rarecarat
Signature Hearts & Arrows Shared Prong Band (1/4ct. tw.),1330.0,https://www.rarecarat.com/wedding-ring/57-Signature-Hearts-&-Arrows-Shared-Prong-Band-(1-4ct.-tw.)/34101,rarecarat
Signature Hearts & Arrows Pavé Band (1/4ct. tw.),1450.0,https://www.rarecarat.com/wedding-ring/57-Signature-Hearts-&-Arrows-Pavé-Band-(1-4ct.-tw.)/34051,rarecarat
Grande Cascade Diamond Band (1.00 ct. tw.),2490.0,https://www.rarecarat.com/wedding-ring/56-Grande-Cascade-Diamond-Band-(1.00-ct.-tw.)/31397,rarecarat
Open-End Diamond Band,1270.0,https://www.rarecarat.com/wedding-ring/53-Open-End-Diamond-Band/25410,rarecarat
Wave Prong Pavé Band,1030.0,https://www.rarecarat.com/wedding-ring/56-Wave-Prong-Pavé-Band/29703,rarecarat
Unity Prong 7-Stone Band (.50 ct. tw.),1600.0,https://www.rarecarat.com/wedding-ring/56-Unity-Prong-7-Stone-Band-(.50-ct.-tw.)/42345,rarecarat
Chroma Tsavorite Eternity Band,1290.0,https://www.rarecarat.com/wedding-ring/56-Chroma-Tsavorite-Eternity-Band/42476,rarecarat
Whitely Sapphire Twist Band,1120.0,https://www.rarecarat.com/wedding-ring/53-Whitely-Sapphire-Twist-Band/22877,rarecarat
Chromara Eternity Band (4.50 ct. tw.),2020.0,https://www.rarecarat.com/wedding-ring/56-Chromara-Eternity-Band-(4.50-ct.-tw.)/41463,rarecarat
Bellora Classic Pavé Band,1280.0,https://www.rarecarat.com/wedding-ring/55-Bellora-Classic-Pavé-Band/36082,rarecarat
EmeraId Shared Prong Eternity Ring,3690.0,https://www.rarecarat.com/wedding-ring/55-EmeraId-Shared-Prong-Eternity-Ring/35542,rarecarat
Classic Sapphire Eternity Band,4300.0,https://www.rarecarat.com/wedding-ring/55-Classic-Sapphire-Eternity-Band/35694,rarecarat
Dorza Twisted Pavé Band,1160.0,https://www.rarecarat.com/wedding-ring/59-Dorza-Twisted-Pavé-Band/41622,rarecarat
Alejandra Baguette Band,1230.0,https://www.rarecarat.com/wedding-ring/53-Alejandra-Baguette-Band/30297,rarecarat
Signature Hearts & Arrows Pavé Band (.16ct. tw.),1180.0,https://www.rarecarat.com/wedding-ring/57-Signature-Hearts-&-Arrows-Pavé-Band-(.16ct.-tw.)/34061,rarecarat
Kira Triple Pave Band,1830.0,https://www.rarecarat.com/wedding-ring/170-Kira-Triple-Pave-Band/22084,rarecarat
Zora Alternating Marquise & Round Diamond Open Band,1250.0,https://www.rarecarat.com/wedding-ring/53-Zora-Alternating-Marquise-&-Round-Diamond-Open-Band/34645,rarecarat
Betty Marquise Diamond Band,1270.0,https://www.rarecarat.com/wedding-ring/53-Betty-Marquise-Diamond-Band/22337,rarecarat
Cascade Diamond Band (.50 ct. tw.),1140.0,https://www.rarecarat.com/wedding-ring/56-Cascade-Diamond-Band-(.50-ct.-tw.)/31409,rarecarat
Classic Round Diamond Eternity Band (2.70ct. tw.),6220.0,https://www.rarecarat.com/wedding-ring/55-Classic-Round-Diamond-Eternity-Band-(2.70ct.-tw.)/28804,rarecarat
